ride_id,travel_from,travel_to,car_type,max_capacity,Seats_Sold,Year,Month,Day,Weekday,Hour
9982,Keroka,Nairobi,Bus,49,1,2018,2,7,2,19
9983,Kisii,Nairobi,shuttle,11,10,2018,1,12,4,8
9984,Rongo,Nairobi,Bus,49,4,2018,2,7,2,7
9985,Keroka,Nairobi,shuttle,11,1,2018,2,7,2,8
9986,Keroka,Nairobi,shuttle,11,2,2018,2,7,2,8
9987,Kisii,Nairobi,shuttle,11,11,2018,1,12,4,7
9988,Kijauri,Nairobi,Bus,49,3,2018,2,7,2,7
9989,Kisii,Nairobi,Bus,49,3,2018,1,12,4,7
9990,Kisii,Nairobi,shuttle,11,1,2018,1,12,4,6
9997,Kijauri,Nairobi,shuttle,11,1,2018,2,7,2,7
9999,Keroka,Nairobi,Bus,49,1,2018,2,7,2,7
10002,Kijauri,Nairobi,Bus,49,1,2018,2,7,2,7
10003,Kisii,Nairobi,Bus,49,7,2018,1,11,3,19
10004,Kisii,Nairobi,shuttle,11,1,2018,1,11,3,6
10005,Kisii,Nairobi,shuttle,11,1,2018,1,11,3,5
10006,Kisii,Nairobi,shuttle,11,9,2018,1,11,3,9
10007,Kisii,Nairobi,shuttle,11,7,2018,1,11,3,9
10008,Kisii,Nairobi,shuttle,11,7,2018,1,11,3,9
10009,Migori,Nairobi,Bus,49,4,2018,2,7,2,7
10010,Kisii,Nairobi,shuttle,11,9,2018,1,11,3,9
10011,Kisii,Nairobi,shuttle,11,8,2018,1,11,3,9
10012,Nyachenge,Nairobi,Bus,49,1,2018,2,7,2,7
10013,Kisii,Nairobi,shuttle,11,10,2018,1,11,3,8
10014,Rongo,Nairobi,Bus,49,2,2018,2,7,2,7
10015,Kijauri,Nairobi,shuttle,11,1,2018,2,7,2,6
10016,Migori,Nairobi,Bus,49,11,2018,2,7,2,7
10017,Kehancha,Nairobi,Bus,49,12,2018,2,7,2,7
10018,Kijauri,Nairobi,shuttle,11,1,2018,2,7,2,5
10019,Kijauri,Nairobi,shuttle,11,2,2018,2,7,2,5
10020,Kisii,Nairobi,shuttle,11,10,2018,1,11,3,8
10021,Kisii,Nairobi,shuttle,11,9,2018,1,11,3,9
10024,Kisii,Nairobi,shuttle,11,7,2018,1,11,3,8
10025,Kisii,Nairobi,shuttle,11,9,2018,1,11,3,8
10029,Kisii,Nairobi,shuttle,11,7,2018,1,11,3,8
10033,Kisii,Nairobi,shuttle,11,9,2018,1,11,3,8
10034,Kisii,Nairobi,shuttle,11,7,2018,1,11,3,7
10035,Kisii,Nairobi,shuttle,11,8,2018,1,11,3,7
10036,Rongo,Nairobi,Bus,49,14,2018,2,8,3,7
10037,Sirare,Nairobi,Bus,49,43,2018,2,8,3,19
10038,Nyachenge,Nairobi,Bus,49,2,2018,2,8,3,7
10039,Rongo,Nairobi,Bus,49,9,2018,2,8,3,7
10040,Homa Bay,Nairobi,Bus,49,10,2018,2,8,3,7
10041,Homa Bay,Nairobi,Bus,49,16,2018,2,8,3,7
10042,Migori,Nairobi,Bus,49,38,2018,2,8,3,7
10043,Kehancha,Nairobi,Bus,49,14,2018,2,8,3,7
10044,Kisii,Nairobi,shuttle,11,5,2018,1,11,3,7
10045,Kijauri,Nairobi,Bus,49,4,2018,2,8,3,7
10046,Kisii,Nairobi,Bus,49,1,2018,1,11,3,19
10047,Kisii,Nairobi,Bus,49,1,2018,1,11,3,7
10049,Rongo,Nairobi,Bus,49,4,2018,2,8,3,7
10053,Kijauri,Nairobi,shuttle,11,1,2018,2,8,3,9
10055,Keroka,Nairobi,shuttle,11,1,2018,2,8,3,9
10056,Kijauri,Nairobi,shuttle,11,2,2018,2,8,3,9
10058,Rongo,Nairobi,Bus,49,2,2018,2,8,3,7
10059,Keroka,Nairobi,shuttle,11,1,2018,2,8,3,9
10063,Keroka,Nairobi,shuttle,11,2,2018,2,8,3,9
10065,Kisii,Nairobi,shuttle,11,1,2018,1,10,2,5
10066,Kisii,Nairobi,shuttle,11,11,2018,1,10,2,9
10067,Awendo,Nairobi,Bus,49,12,2018,2,8,3,7
10068,Kisii,Nairobi,shuttle,11,9,2018,1,10,2,8
10069,Kisii,Nairobi,shuttle,11,9,2018,1,10,2,9
10070,Kisii,Nairobi,shuttle,11,11,2018,1,10,2,9
10071,Kisii,Nairobi,shuttle,11,8,2018,1,10,2,8
10072,Kisii,Nairobi,shuttle,11,11,2018,1,10,2,9
10073,Kisii,Nairobi,shuttle,11,9,2018,1,10,2,8
10074,Kisii,Nairobi,shuttle,11,7,2018,1,10,2,8
10075,Keroka,Nairobi,Bus,49,1,2018,2,8,3,7
10076,Kisii,Nairobi,shuttle,11,8,2018,1,10,2,8
10077,Kisii,Nairobi,shuttle,11,6,2018,1,10,2,8
10078,Kisii,Nairobi,shuttle,11,5,2018,1,10,2,7
10079,Kisii,Nairobi,shuttle,11,9,2018,1,10,2,7
10080,Kisii,Nairobi,shuttle,11,5,2018,1,10,2,7
10081,Kisii,Nairobi,shuttle,11,7,2018,1,10,2,7
10082,Keroka,Nairobi,Bus,49,1,2018,2,8,3,19
10083,Kisii,Nairobi,shuttle,11,8,2018,1,10,2,7
10084,Rongo,Nairobi,Bus,49,1,2018,2,8,3,7
10085,Kisii,Nairobi,shuttle,11,8,2018,1,10,2,7
10086,Kisii,Nairobi,Bus,49,3,2018,1,10,2,7
10087,Rongo,Nairobi,Bus,49,1,2018,2,8,3,7
10088,Migori,Nairobi,Bus,49,2,2018,2,8,3,7
10089,Migori,Nairobi,Bus,49,10,2018,2,8,3,7
10090,Kijauri,Nairobi,Bus,49,1,2018,2,8,3,7
10091,Kijauri,Nairobi,shuttle,11,1,2018,2,8,3,6
10092,Kehancha,Nairobi,Bus,49,7,2018,2,8,3,7
10094,Sirare,Nairobi,Bus,49,3,2018,2,8,3,7
10106,Nyachenge,Nairobi,Bus,49,5,2018,2,9,4,7
10107,Rongo,Nairobi,Bus,49,13,2018,2,9,4,7
10109,Rongo,Nairobi,Bus,49,2,2018,2,9,4,7
10110,Awendo,Nairobi,Bus,49,20,2018,2,9,4,7
10111,Homa Bay,Nairobi,Bus,49,32,2018,2,9,4,7
10112,Sirare,Nairobi,Bus,49,25,2018,2,9,4,19
10113,Rongo,Nairobi,Bus,49,18,2018,2,9,4,7
10114,Rongo,Nairobi,Bus,49,1,2018,2,9,4,7
10115,Rongo,Nairobi,Bus,49,4,2018,2,9,4,7
10116,Rongo,Nairobi,Bus,49,1,2018,2,9,4,7
10117,Awendo,Nairobi,Bus,49,1,2018,2,9,4,7
10118,Migori,Nairobi,Bus,49,37,2018,2,9,4,7
10120,Kehancha,Nairobi,Bus,49,15,2018,2,9,4,7
10123,Kisii,Nairobi,shuttle,11,10,2018,1,9,1,10
10124,Kisii,Nairobi,shuttle,11,9,2018,1,9,1,9
10125,Kisii,Nairobi,shuttle,11,8,2018,1,9,1,9
10126,Kisii,Nairobi,shuttle,11,6,2018,1,9,1,9
10127,Kisii,Nairobi,shuttle,11,10,2018,1,9,1,9
10128,Homa Bay,Nairobi,Bus,49,16,2018,2,9,4,7
10129,Kijauri,Nairobi,shuttle,11,1,2018,2,9,4,5
10130,Kisii,Nairobi,shuttle,11,10,2018,1,9,1,8
10131,Kisii,Nairobi,shuttle,11,9,2018,1,9,1,8
10132,Kisii,Nairobi,shuttle,11,9,2018,1,9,1,10
10133,Kisii,Nairobi,shuttle,11,11,2018,1,9,1,9
10134,Kisii,Nairobi,shuttle,11,9,2018,1,9,1,8
10135,Kisii,Nairobi,shuttle,11,8,2018,1,9,1,10
10136,Kisii,Nairobi,shuttle,11,9,2018,1,9,1,8
10137,Kisii,Nairobi,shuttle,11,8,2018,1,9,1,10
10138,Kisii,Nairobi,shuttle,11,8,2018,1,9,1,8
10139,Kisii,Nairobi,shuttle,11,10,2018,1,9,1,7
10140,Kisii,Nairobi,shuttle,11,11,2018,1,9,1,8
10141,Kisii,Nairobi,shuttle,11,11,2018,1,9,1,7
10142,Kisii,Nairobi,shuttle,11,11,2018,1,9,1,10
10143,Kisii,Nairobi,shuttle,11,11,2018,1,9,1,10
10144,Rongo,Nairobi,Bus,49,2,2018,2,9,4,7
10145,Kehancha,Nairobi,Bus,49,11,2018,2,9,4,7
10146,Kisii,Nairobi,shuttle,11,9,2018,1,9,1,9
10147,Kisii,Nairobi,shuttle,11,11,2018,1,9,1,7
10148,Kisii,Nairobi,shuttle,11,5,2018,1,9,1,7
10149,Migori,Nairobi,Bus,49,1,2018,2,9,4,7
10150,Kisii,Nairobi,shuttle,11,4,2018,1,9,1,6
10151,Kisii,Nairobi,Bus,49,1,2018,1,9,1,7
10152,Kisii,Nairobi,shuttle,11,1,2018,1,9,1,5
10161,Keroka,Nairobi,Bus,49,1,2018,2,9,4,19
10162,Kisii,Nairobi,Bus,49,3,2018,1,8,0,7
10163,Kisii,Nairobi,shuttle,11,9,2018,1,8,0,6
10164,Kisii,Nairobi,shuttle,11,10,2018,1,8,0,6
10165,Kisii,Nairobi,shuttle,11,7,2018,1,8,0,6
10166,Kisii,Nairobi,shuttle,11,8,2018,1,8,0,6
10167,Kisii,Nairobi,Bus,49,1,2018,1,8,0,7
10168,Rongo,Nairobi,Bus,49,1,2018,2,9,4,7
10172,Kijauri,Nairobi,Bus,49,1,2018,2,9,4,7
10174,Migori,Nairobi,Bus,49,15,2018,2,9,4,7
10175,Kijauri,Nairobi,shuttle,11,1,2018,2,9,4,6
10176,Sirare,Nairobi,Bus,49,10,2018,2,9,4,7
10177,Rongo,Nairobi,Bus,49,1,2018,2,9,4,7
10186,Nyachenge,Nairobi,Bus,49,3,2018,2,10,5,7
10187,Rongo,Nairobi,Bus,49,9,2018,2,10,5,7
10188,Sirare,Nairobi,Bus,49,18,2018,2,10,5,19
10189,Rongo,Nairobi,Bus,49,7,2018,2,10,5,7
10190,Sirare,Nairobi,Bus,49,10,2018,2,10,5,7
10192,Homa Bay,Nairobi,Bus,49,10,2018,2,10,5,7
10193,Awendo,Nairobi,Bus,49,1,2018,2,10,5,7
10194,Awendo,Nairobi,Bus,49,18,2018,2,10,5,7
10195,Kehancha,Nairobi,Bus,49,16,2018,2,10,5,7
10196,Kehancha,Nairobi,Bus,49,13,2018,2,10,5,7
10197,Homa Bay,Nairobi,Bus,49,27,2018,2,10,5,7
10198,Kijauri,Nairobi,shuttle,11,2,2018,2,10,5,10
10199,Kijauri,Nairobi,Bus,49,2,2018,2,10,5,7
10200,Kijauri,Nairobi,shuttle,11,2,2018,2,10,5,9
10201,Migori,Nairobi,Bus,49,18,2018,2,10,5,7
10203,Kijauri,Nairobi,shuttle,11,1,2018,2,10,5,9
10204,Kijauri,Nairobi,shuttle,11,2,2018,2,10,5,9
10205,Rongo,Nairobi,Bus,49,2,2018,2,10,5,7
10206,Kijauri,Nairobi,shuttle,11,3,2018,2,10,5,9
10207,Homa Bay,Nairobi,Bus,49,2,2018,2,10,5,7
10208,Rongo,Nairobi,Bus,49,14,2018,2,10,5,7
10209,Kijauri,Nairobi,shuttle,11,4,2018,2,10,5,8
10210,Kijauri,Nairobi,shuttle,11,1,2018,2,10,5,8
10211,Kijauri,Nairobi,shuttle,11,1,2018,2,10,5,7
10212,Kijauri,Nairobi,shuttle,11,2,2018,2,10,5,8
10213,Rongo,Nairobi,Bus,49,4,2018,2,10,5,7
10214,Kijauri,Nairobi,shuttle,11,1,2018,2,10,5,7
10215,Rongo,Nairobi,Bus,49,1,2018,2,10,5,7
10216,Homa Bay,Nairobi,Bus,49,13,2018,2,10,5,7
10217,Migori,Nairobi,Bus,49,18,2018,2,10,5,7
10218,Kijauri,Nairobi,shuttle,11,1,2018,2,10,5,5
10219,Nyachenge,Nairobi,Bus,49,1,2018,2,10,5,7
10220,Kijauri,Nairobi,shuttle,11,1,2018,2,10,5,5
10221,Kisii,Nairobi,shuttle,11,1,2018,1,7,6,7
10222,Kisii,Nairobi,shuttle,11,1,2018,1,7,6,6
10226,Kisii,Nairobi,shuttle,11,8,2018,1,7,6,5
10229,Kisii,Nairobi,Bus,49,2,2018,1,7,6,7
10230,Kisii,Nairobi,shuttle,11,2,2018,1,7,6,5
10231,Kisii,Nairobi,shuttle,11,1,2018,1,7,6,5
10238,Nyachenge,Nairobi,Bus,49,5,2018,2,11,6,7
10239,Homa Bay,Nairobi,Bus,49,25,2018,2,11,6,7
10240,Sirare,Nairobi,Bus,49,40,2018,2,11,6,19
10241,Migori,Nairobi,Bus,49,31,2018,2,11,6,7
10242,Kijauri,Nairobi,shuttle,11,1,2018,2,11,6,5
10243,Homa Bay,Nairobi,Bus,49,32,2018,2,11,6,7
10244,Awendo,Nairobi,Bus,49,23,2018,2,11,6,7
10245,Rongo,Nairobi,Bus,49,2,2018,2,11,6,7
10246,Awendo,Nairobi,Bus,49,3,2018,2,11,6,7
10247,Rongo,Nairobi,Bus,49,10,2018,2,11,6,7
10248,Kehancha,Nairobi,Bus,49,18,2018,2,11,6,7
10249,Rongo,Nairobi,Bus,49,7,2018,2,11,6,7
10250,Rongo,Nairobi,Bus,49,2,2018,2,11,6,7
10251,Rongo,Nairobi,Bus,49,3,2018,2,11,6,7
10253,Kisii,Nairobi,Bus,49,4,2018,1,6,5,7
10255,Migori,Nairobi,Bus,49,23,2018,2,11,6,7
10260,Migori,Nairobi,Bus,49,1,2018,2,11,6,7
10261,Kisii,Nairobi,Bus,49,6,2018,1,5,4,7
10262,Kisii,Nairobi,shuttle,11,1,2018,1,5,4,5
10263,Kisii,Nairobi,shuttle,11,11,2018,1,5,4,5
10264,Kisii,Nairobi,shuttle,11,1,2018,1,5,4,11
10265,Kisii,Nairobi,shuttle,11,1,2018,1,5,4,6
10266,Kisii,Nairobi,shuttle,11,3,2018,1,5,4,8
10267,Kisii,Nairobi,shuttle,11,1,2018,1,5,4,6
10273,Kisii,Nairobi,shuttle,11,5,2018,1,4,3,10
10274,Kisii,Nairobi,shuttle,11,10,2018,1,4,3,10
10275,Kisii,Nairobi,shuttle,11,4,2018,1,4,3,10
10276,Kisii,Nairobi,Bus,49,2,2018,1,4,3,7
10277,Kisii,Nairobi,shuttle,11,3,2018,1,4,3,9
10278,Kisii,Nairobi,shuttle,11,6,2018,1,4,3,10
10279,Kisii,Nairobi,shuttle,11,2,2018,1,4,3,9
10280,Kisii,Nairobi,shuttle,11,4,2018,1,4,3,9
10281,Kisii,Nairobi,shuttle,11,4,2018,1,4,3,9
10282,Kisii,Nairobi,shuttle,11,3,2018,1,4,3,8
10283,Kisii,Nairobi,shuttle,11,5,2018,1,4,3,8
10284,Kisii,Nairobi,shuttle,11,1,2018,1,4,3,8
10285,Kisii,Nairobi,shuttle,11,2,2018,1,4,3,9
10286,Nyachenge,Nairobi,Bus,49,1,2018,2,11,6,7
10287,Kisii,Nairobi,shuttle,11,1,2018,1,4,3,7
10288,Kisii,Nairobi,shuttle,11,1,2018,1,4,3,7
10291,Rongo,Nairobi,Bus,49,3,2018,2,11,6,7
10295,Kisii,Nairobi,shuttle,11,2,2018,1,3,2,6
10296,Kisii,Nairobi,shuttle,11,6,2018,1,3,2,6
10297,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,7
10298,Kisii,Nairobi,shuttle,11,4,2018,1,3,2,6
10299,Kisii,Nairobi,shuttle,11,1,2018,1,3,2,7
10300,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,6
10301,Nyachenge,Nairobi,Bus,49,3,2018,2,11,6,7
10302,Kijauri,Nairobi,Bus,49,1,2018,2,11,6,7
10303,Kisii,Nairobi,Bus,49,24,2018,1,3,2,7
10304,Rongo,Nairobi,Bus,49,2,2018,2,11,6,7
10305,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,5
10306,Rongo,Nairobi,Bus,49,1,2018,2,11,6,19
10307,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,5
10308,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,5
10309,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,5
10310,Migori,Nairobi,Bus,49,2,2018,2,11,6,7
10311,Kehancha,Nairobi,Bus,49,14,2018,2,11,6,7
10312,Migori,Nairobi,Bus,49,1,2018,2,11,6,7
10313,Rongo,Nairobi,Bus,49,8,2018,2,11,6,7
10314,Rongo,Nairobi,Bus,49,2,2018,2,11,6,7
10315,Sirare,Nairobi,Bus,49,12,2018,2,11,6,7
10316,Kijauri,Nairobi,shuttle,11,1,2018,2,11,6,6
10317,Kijauri,Nairobi,shuttle,11,1,2018,2,11,6,6
10318,Rongo,Nairobi,Bus,49,3,2018,2,11,6,7
10319,Kijauri,Nairobi,shuttle,11,1,2018,2,11,6,6
10320,Homa Bay,Nairobi,Bus,49,1,2018,2,11,6,7
10324,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,5
10330,Kisii,Nairobi,shuttle,11,11,2018,1,3,2,5
10333,Kisii,Nairobi,Bus,49,1,2018,1,3,2,7
10336,Keroka,Nairobi,Bus,49,1,2018,2,12,0,19
10338,Nyachenge,Nairobi,Bus,49,3,2018,2,12,0,7
10339,Nyachenge,Nairobi,Bus,49,1,2018,2,12,0,7
10340,Sirare,Nairobi,Bus,49,43,2018,2,12,0,19
10341,Rongo,Nairobi,Bus,49,4,2018,2,12,0,7
10342,Migori,Nairobi,Bus,49,37,2018,2,12,0,7
10343,Homa Bay,Nairobi,Bus,49,32,2018,2,12,0,7
10344,Awendo,Nairobi,Bus,49,9,2018,2,12,0,7
10345,Rongo,Nairobi,Bus,49,12,2018,2,12,0,7
10346,Rongo,Nairobi,Bus,49,10,2018,2,12,0,7
10347,Homa Bay,Nairobi,Bus,49,7,2018,2,12,0,7
10348,Awendo,Nairobi,Bus,49,18,2018,2,12,0,7
10349,Kijauri,Nairobi,Bus,49,9,2018,2,12,0,7
10350,Rongo,Nairobi,Bus,49,2,2018,2,12,0,7
10351,Migori,Nairobi,Bus,49,14,2018,2,12,0,7
10352,Kehancha,Nairobi,Bus,49,11,2018,2,12,0,7
10353,Rongo,Nairobi,Bus,49,4,2018,2,12,0,7
10355,Kisii,Nairobi,Bus,49,1,2018,1,2,1,7
10356,Kisii,Nairobi,shuttle,11,1,2018,1,2,1,5
10359,Rongo,Nairobi,Bus,49,2,2018,2,12,0,7
10360,Kisii,Nairobi,shuttle,11,3,2018,1,1,0,6
10361,Kisii,Nairobi,shuttle,11,1,2018,1,1,0,6
10362,Kisii,Nairobi,shuttle,11,2,2018,1,1,0,5
10363,Kisii,Nairobi,shuttle,11,2,2018,1,1,0,5
10364,Kisii,Nairobi,Bus,49,4,2018,1,1,0,19
10365,Rongo,Nairobi,Bus,49,1,2018,2,12,0,7
10368,Kisii,Nairobi,shuttle,11,2,2017,12,31,6,5
10369,Kisii,Nairobi,shuttle,11,1,2017,12,31,6,7
10370,Kisii,Nairobi,shuttle,11,1,2017,12,31,6,8
10372,Keroka,Nairobi,shuttle,11,1,2018,2,12,0,9
10374,Kisii,Nairobi,shuttle,11,2,2017,12,30,5,5
10375,Kisii,Nairobi,Bus,49,3,2017,12,30,5,7
10376,Kisii,Nairobi,Bus,49,1,2017,12,30,5,7
10377,Kisii,Nairobi,shuttle,11,1,2017,12,30,5,5
10378,Kisii,Nairobi,shuttle,11,1,2017,12,30,5,10
10381,Kisii,Nairobi,Bus,49,1,2017,12,29,4,7
10382,Kisii,Nairobi,Bus,49,9,2017,12,29,4,7
10383,Kisii,Nairobi,Bus,49,4,2017,12,29,4,7
10384,Kisii,Nairobi,Bus,49,8,2017,12,29,4,7
10385,Kisii,Nairobi,shuttle,11,7,2017,12,29,4,11
10387,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,11
10388,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,11
10389,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,10
10390,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,11
10391,Kisii,Nairobi,shuttle,11,8,2017,12,29,4,10
10392,Kisii,Nairobi,shuttle,11,5,2017,12,29,4,10
10393,Kisii,Nairobi,shuttle,11,10,2017,12,29,4,10
10394,Kisii,Nairobi,shuttle,11,10,2017,12,29,4,10
10395,Kisii,Nairobi,shuttle,11,9,2017,12,29,4,10
10396,Kisii,Nairobi,shuttle,11,8,2017,12,29,4,10
10397,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,10
10398,Kisii,Nairobi,shuttle,11,3,2017,12,29,4,10
10399,Kisii,Nairobi,shuttle,11,3,2017,12,29,4,10
10400,Kehancha,Nairobi,Bus,49,16,2018,2,12,0,7
10401,Kisii,Nairobi,shuttle,11,1,2017,12,29,4,9
10402,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,10
10403,Kijauri,Nairobi,shuttle,11,1,2018,2,12,0,7
10404,Kisii,Nairobi,shuttle,11,11,2017,12,29,4,10
10405,Nyachenge,Nairobi,Bus,49,1,2018,2,12,0,7
10406,Homa Bay,Nairobi,Bus,49,24,2018,2,12,0,7
10407,Kijauri,Nairobi,shuttle,11,1,2018,2,12,0,6
10408,Kijauri,Nairobi,shuttle,11,1,2018,2,12,0,6
10409,Sirare,Nairobi,Bus,49,4,2018,2,12,0,7
10410,Kijauri,Nairobi,shuttle,11,1,2018,2,12,0,6
10411,Kijauri,Nairobi,shuttle,11,3,2018,2,12,0,5
10412,Migori,Nairobi,Bus,49,1,2018,2,12,0,7
10415,Kisii,Nairobi,shuttle,11,3,2017,12,29,4,10
10419,Kisii,Nairobi,shuttle,11,1,2017,12,29,4,6
10420,Kisii,Nairobi,shuttle,11,1,2017,12,29,4,5
10425,Kisii,Nairobi,shuttle,11,1,2017,12,28,3,6
10426,Kisii,Nairobi,Bus,49,3,2017,12,28,3,7
10427,Kisii,Nairobi,Bus,49,1,2017,12,28,3,7
10428,Kisii,Nairobi,shuttle,11,11,2017,12,28,3,10
10429,Kisii,Nairobi,shuttle,11,5,2017,12,28,3,10
10430,Kisii,Nairobi,shuttle,11,5,2017,12,28,3,10
10431,Kisii,Nairobi,shuttle,11,1,2017,12,28,3,10
10432,Kisii,Nairobi,shuttle,11,8,2017,12,28,3,10
10433,Nyachenge,Nairobi,Bus,49,1,2018,2,13,1,7
10434,Nyachenge,Nairobi,Bus,49,5,2018,2,13,1,7
10435,Sirare,Nairobi,Bus,49,43,2018,2,13,1,19
10436,Rongo,Nairobi,Bus,49,13,2018,2,13,1,7
10437,Awendo,Nairobi,Bus,49,21,2018,2,13,1,7
10438,Homa Bay,Nairobi,Bus,49,9,2018,2,13,1,7
10439,Homa Bay,Nairobi,Bus,49,21,2018,2,13,1,7
10441,Migori,Nairobi,Bus,49,47,2018,2,13,1,7
10442,Rongo,Nairobi,Bus,49,10,2018,2,13,1,7
10443,Kisii,Nairobi,shuttle,11,10,2017,12,28,3,10
10444,Kehancha,Nairobi,Bus,49,17,2018,2,13,1,7
10445,Kisii,Nairobi,shuttle,11,7,2017,12,28,3,10
10446,Kisii,Nairobi,shuttle,11,4,2017,12,28,3,10
10447,Kisii,Nairobi,shuttle,11,2,2017,12,28,3,10
10448,Kisii,Nairobi,shuttle,11,10,2017,12,28,3,10
10449,Kehancha,Nairobi,Bus,49,15,2018,2,13,1,7
10450,Kisii,Nairobi,shuttle,11,7,2017,12,28,3,9
10451,Kisii,Nairobi,shuttle,11,9,2017,12,28,3,10
10452,Kisii,Nairobi,shuttle,11,10,2017,12,28,3,9
10453,Kisii,Nairobi,shuttle,11,11,2017,12,28,3,10
10454,Kisii,Nairobi,shuttle,11,11,2017,12,28,3,10
10455,Kisii,Nairobi,shuttle,11,5,2017,12,28,3,10
10456,Kisii,Nairobi,shuttle,11,2,2017,12,28,3,9
10457,Kisii,Nairobi,shuttle,11,5,2017,12,28,3,9
10458,Kisii,Nairobi,shuttle,11,4,2017,12,28,3,8
10459,Rongo,Nairobi,Bus,49,1,2018,2,13,1,7
10460,Kisii,Nairobi,shuttle,11,3,2017,12,28,3,9
10461,Kisii,Nairobi,shuttle,11,5,2017,12,28,3,8
10462,Kisii,Nairobi,shuttle,11,3,2017,12,28,3,8
10463,Kisii,Nairobi,Bus,49,16,2017,12,28,3,19
10464,Kisii,Nairobi,Bus,49,10,2017,12,28,3,19
10465,Kisii,Nairobi,shuttle,11,1,2017,12,28,3,5
10468,Kisii,Nairobi,Bus,49,10,2017,12,27,2,7
10469,Kisii,Nairobi,shuttle,11,1,2017,12,27,2,10
10470,Kisii,Nairobi,Bus,49,1,2017,12,27,2,7
10471,Kisii,Nairobi,shuttle,11,1,2017,12,27,2,5
10472,Kisii,Nairobi,shuttle,11,1,2017,12,27,2,5
10473,Kisii,Nairobi,shuttle,11,2,2017,12,27,2,5
10476,Kisii,Nairobi,shuttle,11,1,2017,12,26,1,9
10477,Kisii,Nairobi,shuttle,11,1,2017,12,26,1,10
10478,Kisii,Nairobi,shuttle,11,1,2017,12,26,1,8
10479,Kisii,Nairobi,shuttle,11,1,2017,12,25,0,7
10480,Kisii,Nairobi,shuttle,11,1,2017,12,25,0,7
10481,Kisii,Nairobi,shuttle,11,3,2017,12,25,0,6
10482,Kisii,Nairobi,shuttle,11,2,2017,12,25,0,8
10483,Kisii,Nairobi,shuttle,11,1,2017,12,25,0,5
10484,Kisii,Nairobi,shuttle,11,1,2017,12,24,6,9
10485,Kisii,Nairobi,shuttle,11,1,2017,12,24,6,9
10486,Kisii,Nairobi,shuttle,11,3,2017,12,24,6,9
10487,Kisii,Nairobi,shuttle,11,1,2017,12,24,6,8
10488,Kisii,Nairobi,shuttle,11,1,2017,12,24,6,8
10489,Kisii,Nairobi,Bus,49,1,2017,12,24,6,19
10490,Kisii,Nairobi,Bus,49,2,2017,12,24,6,19
10491,Kisii,Nairobi,Bus,49,4,2017,12,24,6,7
10492,Kisii,Nairobi,shuttle,11,7,2017,12,24,6,7
10493,Kisii,Nairobi,shuttle,11,1,2017,12,24,6,5
10494,Kisii,Nairobi,shuttle,11,2,2017,12,24,6,5
10495,Kisii,Nairobi,shuttle,11,2,2017,12,24,6,5
10500,Kisii,Nairobi,Bus,49,2,2017,12,23,5,7
10501,Kisii,Nairobi,Bus,49,21,2017,12,23,5,7
10502,Kisii,Nairobi,Bus,49,17,2017,12,23,5,7
10503,Kijauri,Nairobi,Bus,49,3,2018,2,13,1,7
10504,Rongo,Nairobi,Bus,49,1,2018,2,13,1,7
10505,Kisii,Nairobi,shuttle,11,3,2017,12,23,5,9
10506,Awendo,Nairobi,Bus,49,1,2018,2,13,1,7
10507,Kisii,Nairobi,shuttle,11,2,2017,12,23,5,5
10508,Kisii,Nairobi,shuttle,11,1,2017,12,23,5,6
10509,Kisii,Nairobi,shuttle,11,1,2017,12,23,5,5
10510,Kisii,Nairobi,shuttle,11,1,2017,12,23,5,5
10512,Homa Bay,Nairobi,Bus,49,23,2018,2,13,1,7
10513,Migori,Nairobi,Bus,49,16,2018,2,13,1,7
10514,Sirare,Nairobi,Bus,49,5,2018,2,13,1,7
10515,Kijauri,Nairobi,shuttle,11,1,2018,2,13,1,5
10516,Rongo,Nairobi,Bus,49,1,2018,2,13,1,7
10525,Kisii,Nairobi,Bus,49,1,2017,12,22,4,7
10526,Kisii,Nairobi,Bus,49,3,2017,12,22,4,7
10527,Kisii,Nairobi,shuttle,11,8,2017,12,22,4,10
10529,Kisii,Nairobi,shuttle,11,4,2017,12,22,4,10
10530,Kisii,Nairobi,shuttle,11,8,2017,12,22,4,10
10531,Kisii,Nairobi,shuttle,11,10,2017,12,22,4,9
10532,Kisii,Nairobi,shuttle,11,11,2017,12,22,4,9
10533,Kisii,Nairobi,shuttle,11,11,2017,12,22,4,9
10534,Kisii,Nairobi,shuttle,11,11,2017,12,22,4,9
10535,Kisii,Nairobi,shuttle,11,11,2017,12,22,4,8
10536,Nyachenge,Nairobi,Bus,49,1,2018,2,14,2,7
